source_time,target_time,source,target,count
5.0,5.5,Uncommitted,Endoderm,4
5.0,5.5,Intermediate mesoderm,Intermediate mesoderm,1
5.0,5.5,Ectoderm,Ectoderm,4
5.0,5.5,Paraxial mesoderm,Paraxial mesoderm,2
5.0,5.5,Paraxial mesoderm,Olfactory placode,1
5.0,5.5,Uncommitted,Spinal cord (thoracic),1
5.0,5.5,Uncommitted,Splanchnic mesoderm,2
5.0,5.5,Uncommitted,First heart field,1
5.0,5.5,Uncommitted,Intermediate mesoderm,1
5.0,5.5,Uncommitted,Pharyngeal arch mesenchyme,1
5.0,5.5,Uncommitted,Telencephalon,2
5.0,5.5,Uncommitted,Arterial endothelial cell,1
5.0,5.5,Paraxial mesoderm,Frontonasal mesenchyme,1
5.0,5.5,Uncommitted,Foregut,1
5.0,5.5,Uncommitted,Midbrain,1
5.0,5.5,Eye field,Eye field,1
5.0,5.5,Uncommitted,Forelimb field,1
5.0,5.5,Splanchnic mesoderm,Splanchnic mesoderm,1
5.0,5.5,Uncommitted,Cranial neural crest,1
5.0,5.5,Midbrain,Midbrain,1
5.0,5.5,Uncommitted,Hepatoblast,1
5.0,5.5,Spinal cord (thoracic),Spinal cord (thoracic),1
5.0,5.5,Uncommitted,Endothelial cell,1
5.0,5.5,Endocardial cell,Endocardial cell,1
5.0,5.5,Floor plate,Floor plate,1
5.0,5.5,Neural ectoderm,Neural ectoderm,2
5.0,5.5,Neural ectoderm,Floor plate,1
5.0,5.5,Neural ectoderm,Eye field,1
5.0,5.5,Uncommitted,Epicardium,1
5.0,5.5,Uncommitted,Hindbrain (r2-r4),2
5.0,5.5,First heart field,First heart field,1
5.0,5.5,Ectoderm,Epidermal progenitor,1
5.5,6.0,Uncommitted,Paraxial mesoderm,7
5.5,6.0,Uncommitted,Uncommitted,297
5.5,6.0,Uncommitted,Mesoderm,56
5.5,6.0,Uncommitted,Endothelial cell,2
5.5,6.0,Uncommitted,Spinal cord (lumbar),1
5.5,6.0,Uncommitted,Sclerotome,6
5.5,6.0,Uncommitted,Hepatoblast,3
5.5,6.0,Uncommitted,Pharyngeal arch mesenchyme,3
5.5,6.0,Uncommitted,Epidermal progenitor,4
5.5,6.0,Uncommitted,Spinal cord (thoracic),2
5.5,6.0,Frontonasal mesenchyme,Frontonasal mesenchyme,1
5.5,6.0,Myotome,Myotome,1
5.5,6.0,Uncommitted,Hindbrain (r2-r4),4
5.5,6.0,Uncommitted,Diencephalon,1
5.5,6.0,Uncommitted,Dermomyotome,3
5.5,6.0,Ectoderm,Ectoderm,18
5.5,6.0,Paraxial mesoderm,Paraxial mesoderm,5
5.5,6.0,Mesoderm,Mesoderm,32
5.5,6.0,Uncommitted,First heart field,1
5.5,6.0,Uncommitted,Midgut,2
5.5,6.0,Uncommitted,Endoderm,15
5.5,6.0,Uncommitted,Notochord,2
5.5,6.0,Ectoderm,Neural ectoderm,1
5.5,6.0,Somatic mesoderm,Somatic mesoderm,5
5.5,6.0,Uncommitted,Ectoderm,30
5.5,6.0,Neural ectoderm,Neural ectoderm,13
5.5,6.0,Uncommitted,Neural ectoderm,35
5.5,6.0,Uncommitted,Macrophage,3
5.5,6.0,Uncommitted,Hypothalamus,3
5.5,6.0,Hindbrain (r5-r8),Hindbrain (r5-r8),2
5.5,6.0,Uncommitted,Telencephalon,5
5.5,6.0,Uncommitted,Lateral plate mesoderm,11
5.5,6.0,Uncommitted,Endocardial cell,1
5.5,6.0,Uncommitted,Second heart field,1
5.5,6.0,Uncommitted,Amniotic ectoderm,1
5.5,6.0,Ectoderm,Head paraxial mesoderm,1
5.5,6.0,Ectoderm,Otic placode,1
5.5,6.0,Floor plate,Floor plate,3
5.5,6.0,Midgut,Midgut,1
5.5,6.0,Trigeminal ganglion neuron,Trigeminal ganglion neuron,1
5.5,6.0,Sclerotome,Sclerotome,4
5.5,6.0,Olfactory placode,Olfactory placode,1
5.5,6.0,Uncommitted,Hindbrain (r5-r8),4
5.5,6.0,Uncommitted,Roof plate,1
5.5,6.0,Mesoderm,Lateral plate mesoderm,5
5.5,6.0,Mesoderm,Macrophage,1
5.5,6.0,Hindbrain (r1),Hindbrain (r1),1
5.5,6.0,Lateral plate mesoderm,Lateral plate mesoderm,3
5.5,6.0,Uncommitted,Floor plate,3
5.5,6.0,Mesoderm,Extraembryonic mesoderm,1
5.5,6.0,Uncommitted,Eye field,1
5.5,6.0,Uncommitted,Midbrain,1
5.5,6.0,Juxtacardiac field,Juxtacardiac field,1
5.5,6.0,Ectoderm,Hindbrain (r2-r4),1
5.5,6.0,Head paraxial mesoderm,Head paraxial mesoderm,1
5.5,6.0,Hindlimb field,Hindlimb field,1
5.5,6.0,Endoderm,Endoderm,8
5.5,6.0,Intermediate mesoderm,Intermediate mesoderm,2
5.5,6.0,Uncommitted,Head paraxial mesoderm,4
5.5,6.0,Uncommitted,Frontonasal mesenchyme,3
5.5,6.0,Uncommitted,Otic placode,1
5.5,6.0,Uncommitted,Surface ectoderm,3
5.5,6.0,Spinal cord (thoracic),Spinal cord (thoracic),1
5.5,6.0,Splanchnic mesoderm,Splanchnic mesoderm,2
5.5,6.0,Uncommitted,Extraembryonic mesoderm,10
5.5,6.0,Uncommitted,Olfactory placode,2
5.5,6.0,Uncommitted,Splanchnic mesoderm,3
5.5,6.0,Uncommitted,Spinal cord (cervical),3
5.5,6.0,Uncommitted,Cranial neural crest,1
5.5,6.0,Uncommitted,Hindgut,1
5.5,6.0,Uncommitted,Hindbrain (r1),2
5.5,6.0,Neural ectoderm,Telencephalon,1
5.5,6.0,Neural ectoderm,Diencephalon,1
5.5,6.0,Uncommitted,Somatic mesoderm,4
5.5,6.0,First heart field,First heart field,2
5.5,6.0,Pharyngeal arch mesenchyme,Pharyngeal arch mesenchyme,2
5.5,6.0,Telencephalon,Telencephalon,2
5.5,6.0,Ectoderm,Spinal cord (lumbar),1
5.5,6.0,Arterial endothelial cell,Arterial endothelial cell,1
5.5,6.0,Paraxial mesoderm,Hindbrain (r5-r8),1
5.5,6.0,Paraxial mesoderm,Midbrain,1
5.5,6.0,Uncommitted,Blood,3
5.5,6.0,Foregut,Foregut,1
5.5,6.0,Midbrain,Midbrain,1
5.5,6.0,Eye field,Eye field,2
5.5,6.0,Mesoderm,Pharyngeal mesoderm,1
5.5,6.0,Uncommitted,Pharyngeal mesoderm,2
5.5,6.0,Uncommitted,Trunk neural crest,1
5.5,6.0,Forelimb field,Forelimb field,1
5.5,6.0,Endoderm,Pharyngeal endoderm,1
5.5,6.0,Endoderm,Foregut,1
5.5,6.0,Cranial neural crest,Cranial neural crest,1
5.5,6.0,Hepatoblast,Hepatoblast,2
5.5,6.0,Uncommitted,Epicardium,1
5.5,6.0,Uncommitted,Periocular mesoderm,1
5.5,6.0,Endothelial cell,Endothelial cell,1
5.5,6.0,Neural ectoderm,Midgut,1
5.5,6.0,Uncommitted,Axial progenitor,1
5.5,6.0,Uncommitted,Foregut,3
5.5,6.0,Mesoderm,Dermomyotome,1
5.5,6.0,Mesoderm,Blood,2
5.5,6.0,Mesoderm,Megakaryocyte,1
5.5,6.0,Mesoderm,Midgut,1
5.5,6.0,Endocardial cell,Endocardial cell,2
5.5,6.0,Lateral plate mesoderm,First heart field,1
5.5,6.0,Neural ectoderm,Hindbrain (r1),1
5.5,6.0,Neural ectoderm,Midbrain,1
5.5,6.0,Ectoderm,Surface ectoderm,1
5.5,6.0,Mesoderm,Sclerotome,1
5.5,6.0,Epicardium,Epicardium,1
5.5,6.0,Hindbrain (r2-r4),Hindbrain (r2-r4),2
5.5,6.0,Neural ectoderm,Floor plate,1
5.5,6.0,Uncommitted,Intermediate mesoderm,2
5.5,6.0,Epidermal progenitor,Epidermal progenitor,1
5.5,6.0,Mesoderm,Forelimb field,1
5.5,6.0,Mesoderm,Endothelial cell,1
5.5,6.0,Ectoderm,Midbrain neuron,1
5.5,6.0,Ectoderm,Cranial neural crest,1
6.0,6.5,Paraxial mesoderm,Paraxial mesoderm,27
6.0,6.5,Uncommitted,Paraxial mesoderm,43
6.0,6.5,Uncommitted,Uncommitted,403
6.0,6.5,Mesoderm,Mesoderm,120
6.0,6.5,Mesoderm,Somatic mesoderm,7
6.0,6.5,Endothelial cell,Endothelial cell,3
6.0,6.5,Uncommitted,Hindbrain (r5-r8),7
6.0,6.5,Spinal cord (lumbar),Spinal cord (lumbar),1
6.0,6.5,Uncommitted,Neural ectoderm,83
6.0,6.5,Sclerotome,Sclerotome,13
6.0,6.5,Uncommitted,Foregut,9
6.0,6.5,Uncommitted,Endoderm,39
6.0,6.5,Uncommitted,Cranial motor neuron,1
6.0,6.5,Uncommitted,Hypothalamus,4
6.0,6.5,Paraxial mesoderm,Dermomyotome,1
6.0,6.5,Paraxial mesoderm,Forelimb field,1
6.0,6.5,Uncommitted,Notochord,13
6.0,6.5,Hepatoblast,Hepatoblast,4
6.0,6.5,Uncommitted,Extraembryonic mesoderm,16
6.0,6.5,Pharyngeal arch mesenchyme,Pharyngeal arch mesenchyme,4
6.0,6.5,Epidermal progenitor,Epidermal progenitor,4
6.0,6.5,Spinal cord (thoracic),Spinal cord (thoracic),3
6.0,6.5,Uncommitted,Spinal cord (thoracic),3
6.0,6.5,Frontonasal mesenchyme,Frontonasal mesenchyme,4
6.0,6.5,Myotome,Myotome,1
6.0,6.5,Uncommitted,Mesoderm,141
6.0,6.5,Uncommitted,Ectoderm,87
6.0,6.5,Uncommitted,Spinal cord (cervical),7
6.0,6.5,Paraxial mesoderm,Head paraxial mesoderm,5
6.0,6.5,Hindbrain (r2-r4),Hindbrain (r2-r4),6
6.0,6.5,Diencephalon,Diencephalon,3
6.0,6.5,Dermomyotome,Dermomyotome,4
6.0,6.5,Ectoderm,Ectoderm,61
6.0,6.5,Mesoderm,Trigeminal placode,1
6.0,6.5,First heart field,First heart field,3
6.0,6.5,Uncommitted,Blood,5
6.0,6.5,Uncommitted,Midgut,10
6.0,6.5,Midgut,Midgut,4
6.0,6.5,Endoderm,Endoderm,37
6.0,6.5,Notochord,Notochord,7
6.0,6.5,Uncommitted,Forelimb field,6
6.0,6.5,Uncommitted,Trigeminal sensory neuron,1
6.0,6.5,Neural ectoderm,Neural ectoderm,60
6.0,6.5,Uncommitted,Floor plate,11
6.0,6.5,Somatic mesoderm,Somatic mesoderm,9
6.0,6.5,Uncommitted,Endothelial cell,5
6.0,6.5,Ectoderm,Epidermal progenitor,3
6.0,6.5,Ectoderm,Surface ectoderm,5
6.0,6.5,Uncommitted,Olfactory placode,3
6.0,6.5,Uncommitted,First heart field,5
6.0,6.5,Uncommitted,Somatic mesoderm,10
6.0,6.5,Neural ectoderm,Midbrain,1
6.0,6.5,Neural ectoderm,Cranial neural crest,1
6.0,6.5,Ectoderm,Pharyngeal arch mesenchyme,3
6.0,6.5,Uncommitted,Telencephalon,8
6.0,6.5,Uncommitted,Spinal cord interneuron,4
6.0,6.5,Uncommitted,Midbrain,3
6.0,6.5,Uncommitted,Neural crest,6
6.0,6.5,Uncommitted,Hindgut,3
6.0,6.5,Uncommitted,Frontonasal mesenchyme,2
6.0,6.5,Uncommitted,Lateral plate mesoderm,42
6.0,6.5,Uncommitted,Trunk neural crest,1
6.0,6.5,Uncommitted,Head paraxial mesoderm,19
6.0,6.5,Macrophage,Macrophage,4
6.0,6.5,Mesoderm,Lateral plate mesoderm,16
6.0,6.5,Mesoderm,Endothelial cell,6
6.0,6.5,Mesoderm,Epidermal progenitor,1
6.0,6.5,Hypothalamus,Hypothalamus,4
6.0,6.5,Hindbrain (r5-r8),Hindbrain (r5-r8),7
6.0,6.5,Telencephalon,Telencephalon,7
6.0,6.5,Uncommitted,Dermomyotome,4
6.0,6.5,Uncommitted,Hindbrain (r2-r4),4
6.0,6.5,Uncommitted,Presomitic mesoderm,1
6.0,6.5,Lateral plate mesoderm,Lateral plate mesoderm,22
6.0,6.5,Endoderm,Extraembryonic mesoderm,1
6.0,6.5,Endoderm,Hindgut,4
6.0,6.5,Endocardial cell,Endocardial cell,3
6.0,6.5,Uncommitted,Pharyngeal endoderm,11
6.0,6.5,Mesoderm,Foregut,1
6.0,6.5,Second heart field,Second heart field,2
6.0,6.5,Endoderm,Foregut,4
6.0,6.5,Endoderm,Pharyngeal endoderm,5
6.0,6.5,Endoderm,Hindbrain (r2-r4),1
6.0,6.5,Endoderm,Epidermal progenitor,1
6.0,6.5,Endoderm,Midbrain,1
6.0,6.5,Amniotic ectoderm,Amniotic ectoderm,1
6.0,6.5,Ectoderm,Endothelial cell,1
6.0,6.5,Head paraxial mesoderm,Head paraxial mesoderm,7
6.0,6.5,Otic placode,Otic placode,1
6.0,6.5,Floor plate,Floor plate,6
6.0,6.5,Ectoderm,Floor plate,1
6.0,6.5,Trigeminal ganglion neuron,Trigeminal ganglion neuron,1
6.0,6.5,Uncommitted,Sclerotome,12
6.0,6.5,Olfactory placode,Olfactory placode,3
6.0,6.5,Uncommitted,Roof plate,3
6.0,6.5,Uncommitted,Pharyngeal arch mesenchyme,7
6.0,6.5,Uncommitted,Cranial neural crest,2
6.0,6.5,Uncommitted,Splanchnic mesoderm,5
6.0,6.5,Uncommitted,Megakaryocyte,2
6.0,6.5,Uncommitted,Macrophage,3
6.0,6.5,Uncommitted,Epidermal progenitor,7
6.0,6.5,Uncommitted,Pharyngeal mesoderm,5
6.0,6.5,Uncommitted,Intermediate mesoderm,3
6.0,6.5,Ectoderm,Neural ectoderm,12
6.0,6.5,Roof plate,Roof plate,1
6.0,6.5,Lateral plate mesoderm,Somatic mesoderm,2
6.0,6.5,Hindbrain (r1),Hindbrain (r1),3
6.0,6.5,Mesoderm,Extraembryonic mesoderm,16
6.0,6.5,Mesoderm,Blood,3
6.0,6.5,Extraembryonic mesoderm,Extraembryonic mesoderm,17
6.0,6.5,Uncommitted,Hypaxial myogenic progenitor,1
6.0,6.5,Neural ectoderm,Eye field,1
6.0,6.5,Eye field,Eye field,3
6.0,6.5,Midbrain,Midbrain,2
6.0,6.5,Uncommitted,Endocardial cell,3
6.0,6.5,Mesoderm,Pharyngeal mesoderm,2
6.0,6.5,Mesoderm,Forelimb field,2
6.0,6.5,Juxtacardiac field,Juxtacardiac field,1
6.0,6.5,Uncommitted,Juxtacardiac field,2
6.0,6.5,Hindlimb field,Hindlimb field,1
6.0,6.5,Intermediate mesoderm,Intermediate mesoderm,4
6.0,6.5,Uncommitted,Second heart field,3
6.0,6.5,Neural ectoderm,Hindbrain (r2-r4),2
6.0,6.5,Mesoderm,Sclerotome,5
6.0,6.5,Mesoderm,Paraxial mesoderm,15
6.0,6.5,Mesoderm,First heart field,7
6.0,6.5,Mesoderm,Dermomyotome,2
6.0,6.5,Mesoderm,Splanchnic mesoderm,3
6.0,6.5,Paraxial mesoderm,Endothelial cell,1
6.0,6.5,Uncommitted,Hepatoblast,6
6.0,6.5,Ectoderm,Otic placode,1
6.0,6.5,Ectoderm,Spinal cord (thoracic),1
6.0,6.5,Paraxial mesoderm,Somatic mesoderm,1
6.0,6.5,Surface ectoderm,Surface ectoderm,4
6.0,6.5,Endoderm,Juxtacardiac field,1
6.0,6.5,Uncommitted,Hindbrain (r1),2
6.0,6.5,Splanchnic mesoderm,Splanchnic mesoderm,5
6.0,6.5,Mesoderm,Megakaryocyte,1
6.0,6.5,Mesoderm,Macrophage,3
6.0,6.5,Uncommitted,Arterial endothelial cell,1
6.0,6.5,Spinal cord (cervical),Spinal cord (cervical),6
6.0,6.5,Cranial neural crest,Cranial neural crest,3
6.0,6.5,Ectoderm,Hypothalamus,1
6.0,6.5,Hindgut,Hindgut,1
6.0,6.5,Mesoderm,Head paraxial mesoderm,8
6.0,6.5,Lateral plate mesoderm,Splanchnic mesoderm,1
6.0,6.5,Neural ectoderm,Splanchnic mesoderm,1
6.0,6.5,Neural ectoderm,Hindbrain (r1),1
6.0,6.5,Neural ectoderm,Epibranchial placode,1
6.0,6.5,Neural ectoderm,Spinal cord (cervical),2
6.0,6.5,Arterial endothelial cell,Arterial endothelial cell,1
6.0,6.5,Paraxial mesoderm,Sclerotome,4
6.0,6.5,Paraxial mesoderm,Spinal cord (cervical),1
6.0,6.5,Paraxial mesoderm,Hindbrain (r2-r4),1
6.0,6.5,Mesoderm,Midgut,1
6.0,6.5,Uncommitted,Surface ectoderm,7
6.0,6.5,Blood,Blood,7
6.0,6.5,Blood,Macrophage,3
6.0,6.5,Neural ectoderm,Hindbrain (r5-r8),2
6.0,6.5,Neural ectoderm,Pharyngeal arch mesenchyme,1
6.0,6.5,Neural ectoderm,Spinal cord (thoracic),1
6.0,6.5,Neural ectoderm,Floor plate,1
6.0,6.5,Foregut,Foregut,5
6.0,6.5,Ectoderm,Dermomyotome,1
6.0,6.5,Ectoderm,Hindbrain (r1),1
6.0,6.5,Ectoderm,Hindbrain (isthmic organizer),1
6.0,6.5,Pharyngeal mesoderm,Pharyngeal mesoderm,2
6.0,6.5,Trunk neural crest,Trunk neural crest,1
6.0,6.5,Forelimb field,Forelimb field,2
6.0,6.5,Pharyngeal endoderm,Pharyngeal endoderm,6
6.0,6.5,Endoderm,Midgut,4
6.0,6.5,Endoderm,Eye field,1
6.0,6.5,Endoderm,Pharyngeal arch mesenchyme,1
6.0,6.5,Uncommitted,Somatic motor neuron,2
6.0,6.5,Epicardium,Epicardium,1
6.0,6.5,Uncommitted,Vagal neural crest,1
6.0,6.5,Periocular mesoderm,Periocular mesoderm,1
6.0,6.5,Neural ectoderm,Megakaryocyte,1
6.0,6.5,Axial progenitor,Axial progenitor,1
6.0,6.5,Ectoderm,Frontonasal mesenchyme,2
6.0,6.5,Uncommitted,Trigeminal ganglion neuron,1
6.0,6.5,Mesoderm,Notochord,6
6.0,6.5,Mesoderm,Endoderm,2
6.0,6.5,Megakaryocyte,Megakaryocyte,2
6.0,6.5,Blood,Megakaryocyte,3
6.0,6.5,Ectoderm,Eye field,1
6.0,6.5,Neural ectoderm,Telencephalon,3
6.0,6.5,Uncommitted,Spinal cord (sacral),1
6.0,6.5,Neural ectoderm,Spinal cord interneuron,1
6.0,6.5,Neural ectoderm,Hypothalamus,1
6.0,6.5,Lateral plate mesoderm,First heart field,3
6.0,6.5,Lateral plate mesoderm,Endocardial cell,2
6.0,6.5,Endoderm,Hepatoblast,2
6.0,6.5,Endoderm,Notochord,1
6.0,6.5,Uncommitted,Epibranchial sensory neuron,1
6.0,6.5,Ectoderm,Sacral neural crest,1
6.0,6.5,Ectoderm,Hindbrain (r5-r8),2
6.0,6.5,Mesoderm,Second heart field,3
6.0,6.5,Mesoderm,Periocular mesoderm,1
6.0,6.5,Uncommitted,Amniotic ectoderm,3
6.0,6.5,Ectoderm,Spinal cord (cervical),1
6.0,6.5,Midbrain neuron,Midbrain neuron,1
6.5,7.0,Paraxial mesoderm,Paraxial mesoderm,139
6.5,7.0,Paraxial mesoderm,Sclerotome,27
6.5,7.0,Paraxial mesoderm,Dermomyotome,3
6.5,7.0,Uncommitted,Uncommitted,450
6.5,7.0,Uncommitted,Sclerotome,43
6.5,7.0,Uncommitted,Spinal cord (thoracic),10
6.5,7.0,Mesoderm,Mesoderm,375
6.5,7.0,Somatic mesoderm,Somatic mesoderm,29
6.5,7.0,Endothelial cell,Endothelial cell,15
6.5,7.0,Uncommitted,Mesoderm,178
6.5,7.0,Uncommitted,Paraxial mesoderm,111
6.5,7.0,Uncommitted,Spinal cord (cervical),16
6.5,7.0,Uncommitted,Neural ectoderm,164
6.5,7.0,Uncommitted,Ectoderm,123
6.5,7.0,Uncommitted,Hindbrain (r5-r8),9
6.5,7.0,Uncommitted,Hindbrain (r2-r4),14
6.5,7.0,Hindbrain (r5-r8),Hindbrain (r5-r8),17
6.5,7.0,Spinal cord (lumbar),Spinal cord (lumbar),2
6.5,7.0,Paraxial mesoderm,Head paraxial mesoderm,23
6.5,7.0,Neural ectoderm,Neural ectoderm,249
6.5,7.0,Sclerotome,Sclerotome,40
6.5,7.0,Uncommitted,Endoderm,36
6.5,7.0,Foregut,Foregut,19
6.5,7.0,Endoderm,Midgut,19
6.5,7.0,Endoderm,Foregut,16
6.5,7.0,Uncommitted,Floor plate,26
6.5,7.0,Cranial motor neuron,Cranial motor neuron,2
6.5,7.0,Hypothalamus,Hypothalamus,9
6.5,7.0,Endoderm,Endoderm,106
6.5,7.0,Dermomyotome,Dermomyotome,11
6.5,7.0,Forelimb field,Forelimb field,11
6.5,7.0,Notochord,Notochord,39
6.5,7.0,Paraxial mesoderm,Floor plate,1
6.5,7.0,Uncommitted,Midgut,15
6.5,7.0,Uncommitted,Cranial neural crest,4
6.5,7.0,Hepatoblast,Hepatoblast,11
6.5,7.0,Extraembryonic mesoderm,Extraembryonic mesoderm,72
6.5,7.0,Pharyngeal arch mesenchyme,Pharyngeal arch mesenchyme,15
6.5,7.0,Epidermal progenitor,Epidermal progenitor,16
6.5,7.0,Spinal cord (thoracic),Spinal cord (thoracic),8
6.5,7.0,Uncommitted,Pharyngeal arch mesenchyme,16
6.5,7.0,Frontonasal mesenchyme,Frontonasal mesenchyme,8
6.5,7.0,Myotome,Myotome,1
6.5,7.0,Mesoderm,Paraxial mesoderm,55
6.5,7.0,Mesoderm,Head paraxial mesoderm,55
6.5,7.0,Mesoderm,Dermomyotome,5
6.5,7.0,Mesoderm,Pharyngeal mesoderm,17
6.5,7.0,Mesoderm,Endocardial cell,11
6.5,7.0,Mesoderm,Lateral plate mesoderm,91
6.5,7.0,Mesoderm,Second heart field,15
6.5,7.0,Ectoderm,Surface ectoderm,25
6.5,7.0,Ectoderm,Spinal cord (cervical),2
6.5,7.0,Ectoderm,Ectoderm,206
6.5,7.0,Ectoderm,Neural ectoderm,43
6.5,7.0,Mesoderm,First heart field,15
6.5,7.0,Mesoderm,Extraembryonic mesoderm,43
6.5,7.0,Spinal cord (cervical),Spinal cord (cervical),15
6.5,7.0,Head paraxial mesoderm,Head paraxial mesoderm,62
6.5,7.0,Hindbrain (r2-r4),Hindbrain (r2-r4),13
6.5,7.0,Uncommitted,Dermomyotome,12
6.5,7.0,Uncommitted,Diencephalon,3
6.5,7.0,Diencephalon,Diencephalon,5
6.5,7.0,Ectoderm,Hindbrain (r1),2
6.5,7.0,Ectoderm,Telencephalon,22
6.5,7.0,Ectoderm,Midbrain,2
6.5,7.0,Ectoderm,Hypothalamus,2
6.5,7.0,Uncommitted,Somatic mesoderm,23
6.5,7.0,Uncommitted,Lateral plate mesoderm,66
6.5,7.0,Mesoderm,Sclerotome,12
6.5,7.0,Trigeminal placode,Trigeminal placode,2
6.5,7.0,First heart field,First heart field,29
6.5,7.0,Blood,Blood,14
6.5,7.0,Midgut,Midgut,23
6.5,7.0,Uncommitted,Second heart field,7
6.5,7.0,Uncommitted,Telencephalon,26
6.5,7.0,Mesoderm,Endothelial cell,42
6.5,7.0,Endoderm,Pharyngeal endoderm,22
6.5,7.0,Trigeminal sensory neuron,Trigeminal sensory neuron,2
6.5,7.0,Neural ectoderm,Hindbrain (r2-r4),11
6.5,7.0,Uncommitted,Juxtacardiac field,2
6.5,7.0,Uncommitted,First heart field,10
6.5,7.0,Uncommitted,Endothelial cell,8
6.5,7.0,Uncommitted,Somatic motor neuron,4
6.5,7.0,Floor plate,Floor plate,20
6.5,7.0,Ectoderm,Olfactory placode,5
6.5,7.0,Ectoderm,Pharyngeal arch mesenchyme,15
6.5,7.0,Ectoderm,Epidermal progenitor,16
6.5,7.0,Ectoderm,Epibranchial placode,3
6.5,7.0,Surface ectoderm,Olfactory placode,1
6.5,7.0,Surface ectoderm,Epibranchial placode,1
6.5,7.0,Olfactory placode,Olfactory placode,6
6.5,7.0,Ectoderm,Somatic mesoderm,3
6.5,7.0,Midbrain,Midbrain,6
6.5,7.0,Cranial neural crest,Cranial neural crest,5
6.5,7.0,Uncommitted,Vagal neural crest,2
6.5,7.0,Surface ectoderm,Epidermal progenitor,3
6.5,7.0,Surface ectoderm,Surface ectoderm,20
6.5,7.0,Neural ectoderm,Telencephalon,5
6.5,7.0,Neural ectoderm,Hypothalamus,3
6.5,7.0,Neural ectoderm,Diencephalon,2
6.5,7.0,Telencephalon,Telencephalon,20
6.5,7.0,Ectoderm,Spinal cord (thoracic),1
6.5,7.0,Ectoderm,Neural crest,17
6.5,7.0,Spinal cord interneuron,Spinal cord interneuron,6
6.5,7.0,Neural crest,Frontonasal mesenchyme,1
6.5,7.0,Neural crest,Neural crest,11
6.5,7.0,Neural crest,Pharyngeal arch mesenchyme,2
6.5,7.0,Hindgut,Hindgut,15
6.5,7.0,Lateral plate mesoderm,Lateral plate mesoderm,106
6.5,7.0,Uncommitted,Forelimb field,8
6.5,7.0,Uncommitted,Eye field,9
6.5,7.0,Uncommitted,Frontonasal mesenchyme,3
6.5,7.0,Trunk neural crest,Trunk neural crest,2
6.5,7.0,Uncommitted,Splanchnic mesoderm,14
6.5,7.0,Uncommitted,Pharyngeal endoderm,18
6.5,7.0,Uncommitted,Hindbrain (r1),4
6.5,7.0,Uncommitted,Hindbrain (isthmic organizer),2
6.5,7.0,Macrophage,Macrophage,26
6.5,7.0,Lateral plate mesoderm,Somatic mesoderm,10
6.5,7.0,Lateral plate mesoderm,Endothelial cell,3
6.5,7.0,Ectoderm,Paraxial mesoderm,1
6.5,7.0,Ectoderm,Midgut,1
6.5,7.0,Ectoderm,Presomitic mesoderm,1
6.5,7.0,Ectoderm,Nascent somite,1
